t_sec,POM_5V_IN_mW,POM_5V_GPU_mW,POM_5V_CPU_mW,total_mW
77.814,2808,0,1282,2808
77.920,2849,0,1282,2849
78.025,2768,0,1163,2768
78.131,2728,0,1203,2728
78.237,2692,0,1083,2692
78.343,2688,0,1163,2688
78.449,2612,0,1003,2612
78.554,2889,0,1282,2889
78.660,2612,0,1043,2612
78.766,2768,0,1163,2768
78.872,2612,0,1043,2612
78.978,2728,0,1123,2728
79.084,2652,0,1083,2652
79.190,2929,0,1362,2929
79.296,2652,0,1083,2652
79.402,2768,0,1203,2768
79.508,2612,0,1043,2612
79.614,2768,0,1203,2768
79.720,2612,0,1043,2612
79.826,2768,0,1203,2768
79.933,2688,0,1123,2688
80.039,2648,0,1083,2648
80.145,2648,0,1083,2648
80.250,2688,0,1123,2688
80.356,2849,0,1201,2849
80.462,2688,0,1123,2688
80.568,2849,0,1241,2849
80.674,2808,0,1241,2808
80.780,2768,0,1163,2768
80.886,2728,0,1163,2728
80.992,2728,0,1123,2728
81.098,2728,0,1163,2728
81.204,2808,0,1282,2808
81.310,2572,0,1003,2572
81.416,2768,0,1203,2768
81.522,2572,0,1003,2572
81.628,2728,0,1203,2728
81.734,2572,0,1043,2572
81.840,2808,0,1203,2808
81.946,2648,0,1083,2648
82.052,2688,0,1123,2688
82.157,2648,0,1083,2648
82.263,2688,0,1123,2688
82.369,2652,0,1043,2652
82.475,2969,0,1362,2969
82.581,2652,0,1043,2652
82.687,2808,0,1203,2808
82.793,2648,0,1043,2648
82.899,2889,0,1282,2889
83.005,2808,0,1203,2808
83.111,2808,0,1282,2808
83.217,2728,0,1123,2728
83.323,2688,0,1123,2688
83.429,2652,0,1083,2652
83.535,2648,0,1083,2648
83.641,2652,0,1043,2652
83.747,2652,0,1083,2652
83.853,2728,0,1163,2728
83.959,2728,0,1163,2728
84.065,2728,0,1123,2728
84.171,2728,0,1123,2728
84.277,2688,0,1083,2688
84.383,2728,0,1123,2728
84.489,2849,0,1243,2849
84.595,2572,0,1043,2572
84.701,2768,0,1163,2768
84.807,2572,0,1043,2572
84.913,2808,0,1201,2808
85.019,2572,0,1083,2572
85.125,2768,0,1203,2768
85.231,2849,0,1243,2849
85.337,2929,0,1322,2929
85.442,2688,0,1083,2688
85.548,2768,0,1163,2768
85.654,2768,0,1163,2768
85.760,2964,0,1402,2964
85.866,2648,0,1083,2648
85.972,2768,0,1203,2768
86.078,2612,0,1043,2612
86.184,2768,0,1163,2768
86.290,2612,0,1043,2612
86.396,2808,0,1241,2808
86.502,2688,0,1083,2688
86.608,2652,0,1083,2652
86.714,2652,0,1043,2652
86.820,2648,0,1123,2648
86.927,2652,0,1043,2652
87.033,2648,0,1123,2648
87.139,2728,0,1123,2728
87.245,2688,0,1123,2688
87.351,2688,0,1083,2688
87.457,2688,0,1083,2688
87.563,2652,0,1083,2652
87.669,2688,0,1083,2688
87.774,2808,0,1203,2808
87.880,2648,0,1123,2648
87.986,2728,0,1123,2728
88.092,2648,0,1123,2648
88.198,2728,0,1123,2728
88.304,2688,0,1163,2688
88.410,2768,0,1243,2768
88.516,2612,0,1003,2612
88.622,2648,0,1163,2648
88.728,2612,0,1003,2612
88.834,2688,0,1203,2688
88.940,2572,0,1003,2572
89.046,2849,0,1243,2849
89.152,2652,0,1083,2652
89.258,2688,0,1123,2688
89.364,2652,0,1083,2652
89.470,2688,0,1123,2688
89.576,2648,0,1043,2648
89.682,3009,0,1442,3009
89.788,2808,0,1203,2808
89.894,2768,0,1203,2768
90.000,2692,0,1083,2692
90.106,2768,0,1243,2768
90.212,2688,0,1083,2688
90.318,2728,0,1203,2728
90.424,2688,0,1123,2688
90.530,2648,0,1083,2648
90.636,2652,0,1083,2652
90.741,2652,0,1083,2652
90.847,2652,0,1083,2652
90.953,2652,0,1083,2652
91.059,2768,0,1163,2768
91.165,2728,0,1163,2728
91.271,2688,0,1123,2688
91.377,2728,0,1163,2728
91.483,2728,0,1123,2728
91.589,2728,0,1163,2728
91.695,2849,0,1282,2849
91.802,2612,0,1043,2612
91.908,2768,0,1203,2768
92.014,2572,0,1043,2572
92.120,2768,0,1203,2768
92.226,2612,0,1083,2612
92.332,2889,0,1282,2889
92.437,2808,0,1203,2808
92.543,2688,0,1123,2688
92.649,2688,0,1083,2688
92.754,2889,0,1282,2889
92.860,2808,0,1203,2808
92.966,3004,0,1442,3004
93.072,2692,0,1083,2692
93.178,2728,0,1203,2728
93.284,2612,0,1043,2612
93.391,2728,0,1203,2728
93.497,2612,0,1043,2612
93.602,2768,0,1203,2768
93.709,2688,0,1083,2688
93.814,2648,0,1083,2648
93.920,2652,0,1083,2652
94.026,2652,0,1083,2652
94.132,2652,0,1083,2652
94.238,2652,0,1083,2652
94.344,2728,0,1163,2728
94.450,2728,0,1163,2728
94.557,2688,0,1123,2688
94.662,2808,0,1203,2808
94.768,2929,0,1282,2929
94.874,2808,0,1203,2808
94.980,2929,0,1362,2929
95.085,2688,0,1083,2688
95.191,2808,0,1241,2808
95.297,2572,0,1003,2572
95.403,2768,0,1203,2768
95.509,2572,0,1003,2572
95.615,2808,0,1243,2808
95.721,2648,0,1083,2648
95.827,2648,0,1083,2648
95.933,2652,0,1043,2652
96.039,2648,0,1083,2648
96.144,2612,0,1043,2612
96.251,2964,0,1362,2964
96.356,2652,0,1043,2652
96.462,2768,0,1163,2768
96.568,2612,0,1043,2612
96.674,2808,0,1163,2808
96.780,2612,0,1043,2612
96.886,2808,0,1282,2808
